ticker,rf_acc,knn_acc
BTCUSDT,0.5836597649692221,0.38164521544487967
ETHUSDT,0.4371830985915493,0.4067605633802817
SOLUSDT,0.6616465863453815,0.6184738955823293
XRPUSDT,0.7204928664072633,0.6673151750972762
