ticker,trades,roi_pct,sharpe,max_dd_pct,win_rate_pct
BTCUSDT,28,96.63032192473074,2.1079546921370125,-57.99306819810228,39.285714285714285
ETHUSDT,13,-16.8489607616085,-0.9198903639844648,-23.150535623954937,30.76923076923077
SOLUSDT,1,-20.265231221424163,-2.9671569052718656,-20.265231221424163,0.0
XRPUSDT,0,0.0,0.0,0.0,0.0
